,title,tags
13291,Science Fiction Fan Increases Suavity With Trenchcoat,"News in Photos, archive, SEE MORE: Science & Technology, Vol 29 Issue 23"
13292,5 Things To Know About Tom Brady,"SEE MORE: football, Tom Brady, New England Patriots, NFL Football, video"
13293,Reporter Goes Undercover In Chinatown By Wearing Silk Robe,"news media, SEE MORE: News, video"
13294,Search Crews Continue To Look For Obviously Dead Hikers,"SEE MORE: News, Economy, video"
13295,Reporter Investigates Claims He Ruined His Family's Thanksgiving Dinner,SEE MORE: video
13296,Stargazing Tips,SEE MORE: Video
13297,FCC Investigates BART Mobile Shutdown,"SEE MORE: Opinion, Vol 47 Issue 33, American Voices"
13298,Study: 96 Percent Of Humans Would Rather Be Animatronic Bear,"News, Vol 47 Issue 33, SEE MORE: Science & Technology"
13299,Kamikaze Swimmers Finally Reach Pearl Harbor,"war, News in Photos, Vol 47 Issue 33, SEE MORE: World"
13300,Why Would You Prefer To Be An Animatronic Bear?,"Poll, Vol 47 Issue 33, SEE MORE: Science & Technology"
13301,"Reader Comprehension Quiz – Week Of August, 15 2011","Vol 47 Issue 33, SEE MORE: Quiz"
13302,1 In 3 Twentysomethings Have Faked Calls,"SEE MORE: Opinion, Vol 47 Issue 33, American Voices"
13303,Struggling Amtrak To Discontinue Mysterious Late-Night Trains To Spirit Realm,"Vol 53 Issue 33, travel, Transit, transportation, SEE MORE: News, public transportation"
13304,"Horoscope for the week of December 3, 1997","Vol 32 Issue 17, SEE MORE: Horoscope"
13305,Cool Britannia,"Vol 32 Issue 17, SEE MORE: World, Infographic"
13306,What Foolhardy Mortal Thinks He Can Shelve Faster Than I?,"SEE MORE: Opinion, Josh Lawler, workplace, Vol 32 Issue 17, Commentary"
13307,They Should Do A Sitcom About Our Crazy Office,"SEE MORE: Opinion, workplace, Mary Armbrister, Vol 32 Issue 17, Commentary"
13308,Newly Promoted Marketing Executive Treats Self To Girlfriend Upgrade,"News, SEE MORE: business, Vol 32 Issue 17, relationships"
13309,Concern Over Tainted Beef,"SEE MORE: American Voices, Vol 32 Issue 17"
13310,Ask A Bee,"Vol 32 Issue 17, SEE MORE: Advice"
13311,FBI Wiretap Uncovers Massive Seventh-Grade 'Crush Ring',"News, SEE MORE: patriotism, crime, Vol 32 Issue 17"
13312,Jogging-Suit Shortage Threatens Nation's Seniors,"SEE MORE: News in Photos, Vol 32 Issue 17"
13313,This Column Is A 'Re-run',"T. Herman Zweibel, SEE MORE: Commentary, Vol 32 Issue 17"
13314,Nature Films: Do They Glamorize Molting?,"SEE MORE: News in Photos, Vol 32 Issue 17"
13315,Former President Carter Sole Attendee At 1997 Solar Power Summit,"News in Brief, Vol 32 Issue 17, SEE MORE: Science & Technology"
13316,Enormous Grace Slick Threatens California Coastline,"Vol 32 Issue 17, SEE MORE: News in Brief"
13317,New York To Install Special 'Infants Only' Dumpsters,"News, SEE MORE: patriotism, environment, Vol 32 Issue 17"
13318,I'm Mad About Mad About You!,"SEE MORE: Commentary, Vol 32 Issue 17, Jackie Harvey"
13319,Dropping A Hint,"T. Herman Zweibel, SEE MORE: Commentary, Vol 35 Issue 41"
13320,Visiting Liberian Dignitary In No Hurry To Leave,"Radio News, SEE MORE: africa, Vol 42 Issue 47"
13321,Sean Spicer’s Voice Immediately Recognized By Everyone Else In ‘Halo 5’ Multiplayer Lobby,"video games, News in Photos, SEE MORE: News, Sean Spicer, Vol 53 Issue 29"
13322,Mary Armbrister,
13323,Are You Green Enough?,"Quiz, Vol 46 Issue 19, SEE MORE: environment"
13324,How Many Hands Do You Put Your Life In Each Day?,"Vol 47 Issue 22, SEE MORE: Quiz"
13325,"Reader Comprehension Quiz - Week Of July 4, 2011","Quiz, SEE MORE: Opinion, Vol 47 Issue 28"
13326,Reader Comprehension Quiz - Special Terrorism Edition,"Quiz, Vol 47 Issue 29, SEE MORE: terrorism"
13327,"Reader Comprehension Quiz - Week Of July 25, 2011","Vol 47 Issue 31, SEE MORE: Quiz"
13328,"Reader Comprehension Quiz - Week Of July 11, 2011","Quiz, Vol 47 Issue 29, SEE MORE: World"
13329,Innovations In Public Transportation,"SEE MORE: travel, Vol 53 Issue 22, history, transportation, public transportation, Infographic"
13330,Poverty-Stricken Africans Receive Desperately Needed Bibles,"News, Vol 42 Issue 11, religion, SEE MORE: World, africa"
13331,Troops To Darfur,"American Voices, Vol 42 Issue 20, SEE MORE: foreign affairs, africa, civil rights"
13332,Zambia Tired Of Being Mentioned In 'News Of The Weird' Section,"Vol 43 Issue 10, Radio News, SEE MORE: news media, africa"
13333,Tens Of Thousands Dead In Ongoing Africa,"SEE MORE: News, Vol 48 Issue 20, africa, Our Annual Year 2012"
13334,Dixie Donates $$5 Million In Clean Drinking Cups To Drought-Ravaged Southern Africa,"News in Brief, SEE MORE: News, business, africa, Vol 51 Issue 29"
13335,Congo Approves Economic Stimulus Package Of AK-47 For Every Citizen,"kids, war, SEE MORE: World, africa, video"
13336,Rebels Immediately Regret Seizing Power In Zambia,"News, war, Vol 42 Issue 49, SEE MORE: World, africa"
13337,2011: The Economy,"American Voices, Our Annual Year 2011, Vol 47 Issue 50, SEE MORE: Economy"
13338,2011's Most Influential People In Economic News,"Slideshow, Our Annual Year 2011, Vol 47 Issue 50, SEE MORE: Economy"
13339,2011's Top 5 International Newsmakers,"Our Annual Year 2011, SEE MORE: World, Vol 47 Issue 50, Slideshow"
13340,2011: International,"American Voices, Our Annual Year 2011, SEE MORE: World, Vol 47 Issue 50"
13341,Married Couple Longs For Days When They Only Quietly Resented One Another,"marriage, Vol 52 Issue 08, SEE MORE: Lifestyle, News in Brief, relationships, human interest"
13342,Those We Lost In 2011,"SEE MORE: death, Our Annual Year 2011, Vol 47 Issue 50, Slideshow"
13343,Area Teen Receives $$2 From Grandma,"News in Photos, SEE MORE: Featured Section: American Families, Vol 47 Issue 47"
13344,Children Wait Patiently For Heavily Fortified Tree House To Be Attacked,"News, Vol 39 Issue 43, SEE MORE: adventure, Featured Section: American Families"
13345,We've Been Planning This Sepia Wild West Family Portrait Too Long For You To Mess It Up,"Fritz Becker, Commentary, people, Featured Section: American Families, SEE MORE: Opinion, Vol 44 Issue 22"
13346,Nation’s Grandmothers Swept Up In Textile-Messaging Craze,"SEE MORE: technology, senior citizens, News in Photos, Featured Section: American Families, Vol 42 Issue 24"
13347,Everyone Proud Of Grandma For Staying Awake,"News in Brief, Dispatch, SEE MORE: Family, Vol 47 Issue 47, Featured Section: American Families"
13348,Mother Considers Son 'Quite The Little Casanova',"News in Brief, SEE MORE: Featured Section: American Families, Vol 49 Issue 07"
13349,Child Assured It Will Be Long Time Before He Dies,"News in Brief, SEE MORE: Featured Section: American Families, Vol 49 Issue 07"
13350,Parents Seize Creative Control Of 3rd-Grade Art Project,"News in Brief, SEE MORE: Featured Section: American Families, Vol 49 Issue 18"
13351,NASA Hoping To Get In On Some Defense Funding With Plan For Torpedo-Equipped Orbital Telescope,"News, Vol 51 Issue 40, SEE MORE: money"
13352,NYT Aims To Double Revenue By 2020,"SEE MORE: Opinion, Vol 51 Issue 40, American Voices"
13353,"Report: 15,000 People Vanish From ‘Fall Fest’ Hayride Wagons Each Year","News in Brief, Vol 51 Issue 40, SEE MORE: News"
13354,NASA To Award Best Uses Of Martian Rock,"SEE MORE: Opinion, Vol 51 Issue 40, American Voices"
13355,Mark McGwire Confident He Could Still Disgrace Game At High Level Today,"Vol 51 Issue 40, SEE MORE: baseball, Sports News in Brief"
13356,Nobel Peace Prize Awarded To Tunisian Group,"SEE MORE: Opinion, Vol 51 Issue 40, American Voices"
13357,Wedding Guest Blissfully Unaware She Barely Made The Cut,"SEE MORE: Lifestyle, Weddings, marriage, Vol 51 Issue 20, News in Brief"
13358,Parents Clinging To Lone Religious Element Of Daughter’s Wedding Ceremony,"SEE MORE: Lifestyle, Vol 51 Issue 21, Weddings, religion, News in Brief"
13359,2015 Wedding Trends,"SEE MORE: Lifestyle, Graphic, Weddings, Vol 51 Issue 22"
13360,Wedding Album Off To Bizarre Start With Photo Of 2 Acorns Floating In Glass Of Water,"SEE MORE: Lifestyle, Weddings, News in Brief, Vol 51 Issue 24"
13361,Honest Wedding Website Admits There Jack Shit For Guests To Do While In Town,"SEE MORE: Lifestyle, Vol 51 Issue 30, Weddings, News in Brief, travel"
13362,New Aetna Wedding Registry Lets Guests Purchase Medical Procedures Couple Picked Out,"Vol 51 Issue 39, News in Brief, business, healthcare, Weddings, SEE MORE: News"
13363,"I’m Your Classic Case Of Always The Bridesmaid, Never The Little Ring Bearer Boy","Natalie Ballard, SEE MORE: Opinion, Weddings, Vol 52 Issue 07, Commentary"
13364,Wedding Guest Etiquette Tips,"SEE MORE: Lifestyle, Weddings, Vol 52 Issue 23, Tips, Infographic"
13365,I Can’t Imagine My Wedding Day Without You Sitting There Uncomfortably At A Table Full Of People You Don’t Know,"Elise Landis, SEE MORE: Opinion, Vol 52 Issue 33, Weddings, Commentary"
13366,Rustic Italian Village Just Killing Time Between Wedding Feasts,"SEE MORE: Lifestyle, Vol 52 Issue 36, Weddings, News in Brief, travel"
13367,Why Fewer Young People Are Getting Married,"SEE MORE: video, Weddings, marriage, relationships"
13368,The Onion’s Guide To Wedding Attire,"Weddings, SEE MORE: Tips, Vol 53 Issue 22, Infographic, fashion"
13369,Fritz Becker,
13370,Biden Busted In DNC Parking Lot Selling Bootleg ‘I’m With Her’ T-Shirts,"SEE MORE: politicians, Vol 52 Issue 29, News in Brief, joseph biden, hillary clinton, Election 2016"
13371,Secret Service Shuts Down Biden’s Unofficial White House Tour Operation,"government, News in Brief, politicians, Vol 52 Issue 41, joseph biden, SEE MORE: News"
13372,Natalie Ballard,
13373,Endangered Wildlife To Be Given New Identities In Species Protection Program,"Vol 48 Issue 43, News in Brief, SEE MORE: government, science, animals, Dispatch, Nature"
13374,Elise Landis,
13375,Report: Uber Adding ‘Panic Button’ For Chicago Passengers,"SEE MORE: Opinion, American Voices, Vol 51 Issue 07"
13376,New Arrivals Consult Wise Couple Who Have Been At Resort For 3 Days Already,"SEE MORE: Lifestyle, Vacations, Vol 51 Issue 11, News in Brief, travel"
13377,Controversial Corporate Responsibility Campaigns,"Vol 51 Issue 11, SEE MORE: News, business, Infographic, advertising"
13378,"Son, You'll Always Remember Your First Time, Because I'm Going To Film It","kids, Uncensored, Vol 48 Issue 26, Fritz Becker, sex, Commentary, SEE MORE: Opinion"
13379,New Education Initiative Replaces K-12 Curriculum With Single Standardized Test,"education, SEE MORE: News, Vol 51 Issue 07"
13380,"Report: Majority Of Mothers Would Drop Kids Off At Warehouse Called ‘Fun Zone’ For Hour Of Free Time, No Questions Asked","SEE MORE: Lifestyle, parents, News in Brief, Vol 51 Issue 07"
13381,"As Long As You're Under My Roof, You'll Play By My Monopoly Rules","kids, Fritz Becker, Vol 43 Issue 28, Commentary, products, SEE MORE: Opinion, parents"
13382,"Son, You've Made A Mockery Of Taco Night","Fritz Becker, Family, food, Commentary, people, Vol 43 Issue 40, SEE MORE: Opinion, parents"
13383,Walmart Raising Wages,"SEE MORE: Opinion, American Voices, Vol 51 Issue 07"
13384,Study: Boyfriends Who Aren’t Speaking Are Thinking About Ending Relationship 90% Of Time,"SEE MORE: Lifestyle, News in Brief, Vol 51 Issue 08, dating, relationships"
13385,U.K. To Allow 3-Parent Babies,"SEE MORE: Opinion, Vol 51 Issue 08, American Voices"
13386,Oklahoma Votes To Ban AP U.S. History,"SEE MORE: Opinion, American Voices, Vol 51 Issue 07"
13387,Trendy Restaurant Has Communal Napkin,"SEE MORE: Lifestyle, News in Photos, food, Vol 51 Issue 07"
13388,Little Caesars Introduces Bacon Crust Pizza,"SEE MORE: Opinion, American Voices, Vol 51 Issue 07"
13389,Madonna Pulled Off Stage By Too-Tight Armani Matador Cape,"SEE MORE: Opinion, Vol 51 Issue 08, American Voices"
13390,"You Don’t Know This Man’s Name Yet, But He’ll Be Over At 3 To Install Your Internet","SEE MORE: Lifestyle, Vol 51 Issue 08, Sunday Magazine"
13391,Arne Duncan Spends Visit To Local Elementary School Looking At UFO Books In Library,"News in Brief, education, Vol 51 Issue 08, SEE MORE: News"
13392,KFC Introduces Edible Coffee Cups In The U.K.,"SEE MORE: Opinion, Vol 51 Issue 08, American Voices"
13393,Newlywed Couple Looks So Deeply In Debt,"marriage, finance, SEE MORE: Lifestyle, News in Brief, Vol 51 Issue 08, money"
13394,Ikea CEO Wants New Desk On His Desk By End Of Day,"workplace, News in Photos, SEE MORE: News, business, Vol 51 Issue 08"
13395,Chelsea Manning Released,"SEE MORE: Opinion, Vol 53 Issue 19, American Voices"
13396,Katy Perry To Be ‘American Idol’ Judge,"SEE MORE: Opinion, Vol 53 Issue 19, American Voices"
13397,Study: Healthy Foods Most Likely To Be Thrown Out,"SEE MORE: Opinion, Vol 53 Issue 19, American Voices"
13398,Mice Give Birth Using 3D-Printed Ovaries,"SEE MORE: Opinion, Vol 53 Issue 19, American Voices"
13399,Mom Sent On Fact-Finding Mission To Read What Parking Sign Down Street Says,"News in Brief, SEE MORE: Family, Vol 53 Issue 19, parents, transportation"
13400,Tick Scientists Confirm 2017 Summer Will Be Best On Record,"News in Brief, Vol 53 Issue 19, Nature, SEE MORE: science"
13401,Zales Introduces New Line Of Casual Dating Diamond Rings,"News in Brief, products, SEE MORE: News, Vol 53 Issue 19"
13402,Trump Takes First Diplomatic Trip,"SEE MORE: Opinion, Vol 53 Issue 19, American Voices"
13403,Report: Morbid Curiosity Now Accounts For 79% Of Nation’s Snack Food Purchases,"News in Brief, products, SEE MORE: News, Vol 53 Issue 19, food"
13404,Study: Most Internet Users Won’t Stop Online Bullies,"SEE MORE: Opinion, Vol 51 Issue 08, American Voices"
13405,Vol 50 Issue 44,
13406,Poll Finds Majority Of Americans Would Like Things To Go Right For Once,"News in Brief, Dispatch, Vol 48 Issue 06, SEE MORE: News"
13407,Study Reveals Majority Of Suicides Occur While Trying To Put Fitted Sheet On Bed,"News in Brief, Dispatch, Vol 48 Issue 06, SEE MORE: News, death"
13408,FDA Approves Of What New Drug Is Going For,"government, drugs, News in Brief, Vol 48 Issue 30, Science & Technology, science, Dispatch, SEE MORE: News, medicine"
13409,Memphis Airport Panda Express Takes Over As Nation's Most Depressing Place,"mental health, News in Brief, fast food, food, travel, Dispatch, SEE MORE: News, Vol 48 Issue 21"
13410,"Man Who Just Purchased 3,000 Rounds Of Ammunition Online Perfectly Sane, Thinks Man Processing Order","mental health, News in Brief, Vol 48 Issue 30, guns, Dispatch, SEE MORE: News"
13411,"Herculean Effort, Astronomical Expense Lead To Photo Of Whole Family At Disney World","SEE MORE: Lifestyle, News in Brief, Family, travel, Vol 48 Issue 24, Dispatch"
13412,Vol 50 Issue 38,
13413,Nation Begs Disaffected Youth Gravitating Toward Neo-Nazism To Get High And Play Xbox Instead,"developing, News in Brief, teenagers, race, children, SEE MORE: News, Vol 53 Issue 32"
13414,Publisher Pulls Book After Boy Admits He Didn’t Go To Heaven,"SEE MORE: Opinion, Vol 51 Issue 02, American Voices"
13415,Fans Angered As Epcot Replaces Classic Ride With ‘Frozen’ Attraction,"SEE MORE: Opinion, Vol 50 Issue 38, American Voices"
13416,"Report: Americans Throw Out More Food Than Plastic, Paper, Metal, Or Glass","SEE MORE: Opinion, Vol 50 Issue 38, American Voices"
13417,Man Watches 5 Innings Of Game On Concession Stand’s TV Monitor,"Vol 50 Issue 38, SEE MORE: baseball, Sports News in Brief"
13418,Area Man Experimented With Sex Back In College,"SEE MORE: Lifestyle, Vol 50 Issue 38, college, sex, News in Brief"
13419,Frozen Tundra Of Emptiness Stretching Out Forever And Ever Weighed Against Date With Mike4763,"SEE MORE: Lifestyle, Vol 50 Issue 38, News in Brief, dating"
13420,Tense Party Enters Third Hour Of Unplayed Acoustic Guitar Leaning Against Wall,"SEE MORE: Lifestyle, parties, News in Brief, Vol 50 Issue 38, music"
13421,Pros And Cons Of Never Getting Married,"SEE MORE: Lifestyle, marriage, Vol 50 Issue 38, Infographic, relationships"
13422,New ‘Anti-Facebook’ Social Network Ello Boasts Lack Of Ads,"SEE MORE: Opinion, Vol 50 Issue 38, American Voices"
13423,Public Vs. Private Universities,"Vol 50 Issue 38, education, SEE MORE: News, college, Infographic"
13424,Nation’s Younger Cousins Announce Plans To Cry At Haunted Houses This Year,"News in Brief, SEE MORE: News, Vol 50 Issue 38, Family"
13425,Study: 83% Of Web Content Unfit For Human Consumption,"Internet, Vol 50 Issue 44, news media, SEE MORE: News, News in Brief"
13426,Baskin-Robbins To Honor Veterans With ‘First Class Camouflage’ Ice Cream,"SEE MORE: Opinion, American Voices, Vol 50 Issue 44"
13427,"Police Department To Post Pictures Of Prostitutes, Johns On Facebook As Last Stand Against Illegal Sex Work","SEE MORE: Opinion, American Voices, Vol 50 Issue 44"
13428,The Pros And Cons Of Freezing Your Eggs,"SEE MORE: Lifestyle, kids, parents, Vol 50 Issue 44, Infographic"
13429,10 Best Places To Raise A Family,"SEE MORE: Lifestyle, Our Annual Year 2014, Vol 50 Issue 44, Slideshow"
13430,Foster Home Gets New Shipment,"News in Photos, Vol 50 Issue 44, SEE MORE: kids"
13431,Report: 45% Of All Randomly Paired Freshman Roommates Now At Breaking Point,"News in Brief, SEE MORE: News, college, Vol 50 Issue 44, relationships"
13432,Pet Adoption Tips,"SEE MORE: Lifestyle, Infographic, Vol 50 Issue 44, Tips, pets"
13433,It Unclear Which Half Of Couple Settling,"SEE MORE: Lifestyle, Vol 50 Issue 44, News in Photos, dating, relationships"
13434,How To Talk To Your Child About Racism,"SEE MORE: video, race, children"
13435,CNN Holds Morning Meeting To Decide What Viewers Should Panic About For Rest Of Day,"News in Brief, news media, SEE MORE: News, Our Annual Year 2014, Vol 50 Issue 44"
13436,Baby Hippo Born To Mother On Birth Control,"SEE MORE: Opinion, American Voices, Vol 50 Issue 44"
13437,General Mills Gives Honey Nut Cheerios Bee Intense Backstory Of Childhood Foster Home Abuse In Bizarre Rebranding Effort,"Uncensored, SEE MORE: News, Vol 48 Issue 20, advertising"
13438,Cut This Monster Out Of Me,"Uncensored, Vol 48 Issue 49, Kate Middleton, Commentary, Royal Baby, SEE MORE: Opinion"
13439,SLIDESHOW: 8 INSANELY CUTE Child Soldiers,"SEE MORE: Lifestyle, Uncensored, Vol 49 Issue 04, Slideshow"
13440,The Onion Honors Roe v. Wade's 40th Anniversary With List Of Top 10 Abortions Of All Time,"SEE MORE: Lifestyle, Uncensored, Our Annual Year 2013, Vol 49 Issue 04, Slideshow"
13441,I'm Going To Make A Great Mom Someday,"Vol 49 Issue 05, SEE MORE: Opinion, Uncensored, Casey Anthony, Commentary"
13442,Serena Williams,
13443,5-Year-Old Alabama Boy Misses Fun 'Bunker Grandpa',"News in Brief, Uncensored, SEE MORE: News, Vol 49 Issue 06"
13444,Study Reveals Conditions In Women's Prisons Deplorably Unsexy,"SEE MORE: video, Uncensored"
13445,"Meth Actually Not That Bad For You, Report Doctors Dismantling Stereo","News, Uncensored, Vol 49 Issue 07, SEE MORE: Our Annual Year 2013"
13446,8 Sex Positions Possible Within Our Lifetime,"SEE MORE: Lifestyle, Uncensored, Vol 49 Issue 07, Sunday Magazine"
13447,Saddam Hussein Complaining To Other Angels About All The Jews In Heaven,"Vol 49 Issue 08, Uncensored, SEE MORE: News"
13448,Community Mourns Death Of Beloved Drunk Driver,"News, Vol 49 Issue 09, SEE MORE: Uncensored"
13449,Kate Middleton,
13450,Casey Anthony,
13451,America Celebrates Independence Day,"SEE MORE: Opinion, Vol 53 Issue 26, American Voices"
13452,Queen Elizabeth Frantically Trying To Preserve European Alliances By Arranging Great-Grandchildren’s Marriages,"Vol 53 Issue 12, SEE MORE: World, News in Brief, world leaders, relationships, Queen Elizabeth"
13453,This War Will Destabilize The Entire Mideast Region And Set Off A Global Shockwave Of Anti-Americanism vs. No It Won’t,"Point/Counterpoint, Nathan Eckert, SEE MORE: Opinion, Bob Sheffer, Vol 43 Issue 12, war, iraq"
13454,Nathan Eckert,
13455,Coworker With Two Computer Screens Not Fucking Around,"Vol 48 Issue 33, workplace, News in Brief, SEE MORE: News"
13456,Scientists Trace Heat Wave To Massive Star At Center Of Solar System,"News, SEE MORE: science, Vol 47 Issue 32"
13457,Scientists Warn Americans To Stay Away From That Bird,"Vol 53 Issue 48, Nature, Animals, SEE MORE: Science"
13458,Vol 53 Issue 48,
13459,Showerin’ Real Good Continues To Top Bridal Style Trends Of 2017,"Vol 53 Issue 48, SEE MORE: Weddings, News"
13460,Comedy Cellar Holds Night For Male Comedians To Workshop Sexual Harassment Apologies,"Vol 53 Issue 48, Sexual Harassment, SEE MORE: News"
13461,"The Week In Pictures – Week Of February 4, 2013","Slideshow, Vol 49 Issue 05, SEE MORE: News"
13462,"China Hacks 'New York Times,' 'Wall Street Journal'","SEE MORE: Opinion, American Voices, Vol 49 Issue 05"
13463,Hometown Wistfully Toured Via Google Street View,"SEE MORE: Science & Technology, News in Brief, Vol 49 Issue 05"
13464,Terrible Artist Thinks Latest Piece Really Represents A Culmination Of Everything He’s Been Working Toward All His Life,"News in Brief, Vol 49 Issue 05, human interest, SEE MORE: Lifestyle"
13465,Depressed Groundhog Sees Shadow Of Rodent He Once Was,"News in Brief, Vol 49 Issue 05, SEE MORE: News, animals"
13466,Ray LaHood Resigns Following Mysterious Disappearance Of Country Road,"transportation, News in Brief, Vol 49 Issue 05, SEE MORE: News"
13467,Paranoid Syrian Man Thinks Government Out To Get Him,"Syria, News in Brief, Vol 49 Issue 05, SEE MORE: News"
13468,"Brother, Sister Talk On Phone To Make Mom Happy","News in Brief, Vol 49 Issue 05, SEE MORE: News"
13469,AR-15 Assault Rifle Beginning To Worry It May Never Get To Kill Innocent Person,"Vol 49 Issue 05, SEE MORE: News"
13470,And Nation Has To Go Through It All Again Tomorrow,"Video, SEE MORE: News"
13471,300 Million Without Electricity In India After Restoration Of Power Grid,"Vol 48 Issue 31, News in Brief, SEE MORE: News"
13472,Cyber Monday Retailers Pull In Record 700 Terabytes Of Consumers' Personal Information,"SEE MORE: Shopping, Vol 53 Issue 48, Internet"
13473,Prince Harry Engaged To Woman Who Will Never Love Him The Way 29-Year-Old Idahoan Graphic Designer Jennie Hoffman Does,"SEE MORE: Relationships, Vol 53 Issue 48, News, World"
13474,Kim Jong-Un Named The Onion's Sexiest Man Alive For 2012 [UPDATE],"News, North Korea, Opinion, Vol 48 Issue 46, Lifestyle, SEE MORE: Lifestyle"
13475,5 Things To Know About Bashar Al-Assad,"SEE MORE: World, Syria, World, Opinion, video, Bashar Al-Assad, world leaders"
13476,A Timeline Of Presidential Communication,"Infographic, Vol 53 Issue 39, history, presidents, Opinion, SEE MORE: history"
13477,Dining Out Vs. Home Cooking,"dining, Infographic, Vol 53 Issue 40, food, Opinion, SEE MORE: food"
13478,A Timeline Of Construction On The White House,"Infographic, Vol 53 Issue 40, history, Opinion, white house, SEE MORE: history"
13479,Keys To The Matchup,Opinion
13480,"Online Activists Unsure About Offensiveness Of Article, Figure They’ll Destroy Author’s Life Just In Case","News, Vol 53 Issue 40, Opinion, media, News in Brief, Social Media, Internet, SEE MORE: News"
13481,Tamagotchi Digital Pets Return To Market,"SEE MORE: Opinion, American Voices, Vol 53 Issue 40, Opinion"
13482,Boys Scouts Will Allow Girls To Join,"SEE MORE: Opinion, American Voices, Vol 53 Issue 40, Opinion"
13483,Study: Universe Probably Not Computer Simulation,"SEE MORE: Opinion, American Voices, Vol 53 Issue 40, Opinion"
13484,Report: Today’s Teens Taking Longer To Grow Up,"SEE MORE: Opinion, American Voices, Vol 53 Issue 40, Opinion"
13485,"Nation’s Women Clarify They Harbor No Secret Desire To See Colleagues’, Acquaintances’, Strangers’ Genitals","News, Vol 53 Issue 40, SEE MORE: News, Opinion, News in Brief, sexual harassment, women"
13486,Nation’s Police Officers Now Too Heavily Armed To Go Undercover Convincingly,"News, Vol 53 Issue 39, Opinion, police, SEE MORE: News, News in Photos"
13487,NFL Considering Forcing Players To Stand During Anthem,"SEE MORE: Opinion, American Voices, Vol 53 Issue 40, Opinion"
13488,Study: Playing Outdoors Protects Against Nearsightedness,"SEE MORE: Opinion, American Voices, Vol 53 Issue 39, Opinion"
13489,Report: Breathing Can Extend Lifespan By Several Decades,"News, Vol 53 Issue 39, Opinion, health, News in Brief, SEE MORE: News"
13490,Study: Humans Caught Herpes From Ancient Hominin Ancestor,"SEE MORE: Opinion, American Voices, Vol 53 Issue 39, Opinion"
13491,Americans Are Tired Of The Same Old Pandering And Stale Ideas We’re Going To Keep Offering Them,"Nancy Pelosi, SEE MORE: Opinion, Commentary, Vol 53 Issue 39, Opinion"
13492,Mortified Tampax CEO Bursts Into Tears And Runs Out Of Boardroom After Tampon Falls Out Of Briefcase,"News, Vol 53 Issue 39, Our Annual Year 2017, business, Opinion, News in Brief, SEE MORE: News"
13493,Anti-Nuclear Weapons Organization Awarded Nobel Peace Prize,"SEE MORE: Opinion, American Voices, Vol 53 Issue 39, Opinion"
13494,Woman Comes Forward With First Allegations Of Biggest Sexual Harassment Scandal Of 2036,"News, Sexual Harassment, Vol 53 Issue 39, Our Annual Year 2017, SEE MORE: News, Opinion, women, News in Brief, workplace"
13495,A Timeline Of Abraham Lincoln’s Life,"Infographic, history, holidays, presidents, Opinion, SEE MORE: history, Vol 53 Issue 07"
13496,Nobel Committee Awards Self Peace Prize For Once,"News, Vol 53 Issue 39, World, Opinion, News in Brief, SEE MORE: News"
13497,Poll: 68% Of Americans Believe Lee Harvey Oswald Acted Like Asshole,"News, presidents, SEE MORE: History, Opinion, VOL 53 ISSUE 43, History"
13498,Nancy Pelosi,
13499,Heroic Police Officer Talks Man Down From Edge Of Purchasing Subway Footlong Sweet Onion Chicken Teriyaki,"News, Subway, food, police, Opinion, News in Brief, fast food, Vol 52 Issue 19, SEE MORE: News"
13500,‘Dr. Mario’ Has Given Too Many People A Warped Idea Of The Medical Profession,"Vol 53 Issue 29, SEE MORE: Opinion, Commentary, Gilbert Lowe, M.D., Opinion"
13501,My Advice To Anyone Starting A Business Is To Remember That Someday I Will Crush You,"Vol 53 Issue 30, SEE MORE: Opinion, Opinion, Jeff Bezos, Amazon, Commentary"
13502,The Dark Web Sucks Now That My Mom Is On It,"Vol 53 Issue 32, SEE MORE: Opinion, Commentary, Jake Prosser, Opinion"
13503,Sometimes I Feel Like I’m The Only One Who Cares About This Tag Team,"Rhyno, SEE MORE: Opinion, Commentary, Vol 53 Issue 33, Opinion"
13504,"We Welcome Everyone, Regardless Of Gender Identity, To Use Our Piss- And Shit-Covered Bathrooms","Vol 53 Issue 34, SEE MORE: Opinion, Ernie Herrman, Commentary, Opinion"
13505,"What Are You Guys, In Love With Glaciers?","Vol 53 Issue 37, SEE MORE: Opinion, Commentary, Scott Pruitt, Opinion"
13506,It Would Really Help Me Out If You Guys Could Just Give Up Your Health Insurance This One Time,"Vol 53 Issue 38, SEE MORE: Opinion, Commentary, Mitch McConnell, Opinion"
13507,Bring Your Love To Me,"Smoove B, SEE MORE: Opinion, Commentary, Vol 53 Issue 40, Opinion"
13508,Facebook Clarifies Site Not Intended To Be Users’ Primary Information Source,"News, news media, Facebook, Opinion, technology, News in Brief, Social Media, Vol 52 Issue 19, SEE MORE: News"
13509,Report: Nothing Stopping You From Deleting Your Facebook Account Right Now,"News, Facebook, Opinion, technology, Vol 53 Issue 37, News in Brief, Social Media, Internet, SEE MORE: News"
13510,Facebook Offering New Profile Frame To Let Friends Know You Stopped Scrolling Briefly To Look At Disaster Photos And Felt Sorta Bad,"News, Facebook, Opinion, technology, News in Brief, Vol 53 Issue 37, Internet, SEE MORE: News"
13511,Factory Farm Chicken Rounds Out Miserable Existence By Going Bad In Man’s Refrigerator,"News, animals, food, Opinion, Vol 53 Issue 37, SEE MORE: News, News in Photos"
